"45.40Z","Commerce et réparation d'automobiles et de motocycles",,"Commerce et réparation de motocycles"
"46.11Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis"
"46.12A","Commerce de gros, à l’exception des automobiles et des motocycles",,"Centrales d'achat de carburant"
"46.12B","Commerce de gros, à l’exception des automobiles et des motocycles",,"Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
"46.13Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Intermédiaires du commerce en bois et matériaux de construction"
"46.14Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Intermédiaires du commerce en machines, équipements industriels, navires et avions"
"46.15Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie"
"46.16Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir"
"46.17A","Commerce de gros, à l’exception des automobiles et des motocycles",,"Centrales d'achat alimentaires"
"46.17B","Commerce de gros, à l’exception des automobiles et des motocycles",,"Autres intermédiaires du commerce en denrées, boissons et tabac"
"46.18Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Intermédiaires spécialisés dans le commerce d'autres produits spécifiques"
"46.19A","Commerce de gros, à l’exception des automobiles et des motocycles",,"Centrales d'achat non alimentaires"
"46.19B","Commerce de gros, à l’exception des automobiles et des motocycles",,"Autres intermédiaires du commerce en produits divers"
"46.21Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail "
"46.22Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de fleurs et plantes"
"46.23Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) d'animaux vivants"
"46.24Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de cuirs et peaux"
"46.31Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de fruits et légumes"
"46.32A","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de viandes de boucherie"
"46.32B","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de produits à base de viande"
"46.32C","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de volailles et gibier"
"46.33Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles"
"46.34Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de boissons"
"46.35Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de produits à base de tabac"
"46.36Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie"
"46.37Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de café, thé, cacao et épices"
"46.38A","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques"
"46.38B","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) alimentaire spécialisé divers"
"46.39A","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de produits surgelés"
"46.39B","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) alimentaire non spécialisé"
"46.41Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de textiles"
"46.42Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) d'habillement et de chaussures"
"46.43Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) d'appareils électroménagers"
"46.44Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien"
"46.45Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté"
"46.46Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de produits pharmaceutiques"
"46.47Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage "
"46.48Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie"
"46.49Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) d'autres biens domestiques "
"46.51Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels"
"46.52Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication"
"46.61Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de matériel agricole"
"46.62Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de machines-outils"
"46.63Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil "
"46.64Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement"
"46.65Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de mobilier de bureau"
"46.66Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau "
"46.69A","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de matériel électrique"
"46.69B","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers"
"46.69C","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services"
"46.71Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de combustibles et de produits annexes"
"46.72Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de minerais et métaux"
"46.73A","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de bois et de matériaux de construction "
"46.73B","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration"
"46.74A","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de quincaillerie"
"46.74B","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage"
"46.75Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de produits chimiques"
"46.76Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) d'autres produits intermédiaires"
"46.77Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) de déchets et débris"
"46.90Z","Commerce de gros, à l’exception des automobiles et des motocycles",,"Commerce de gros (commerce interentreprises) non spécialisé"
"47.11A","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de produits surgelés"
"47.11B","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce d'alimentation générale"
"47.11C","Commerce de détail, à l’exception des automobiles et des motocycles",,"Supérettes"
"47.11D","Commerce de détail, à l’exception des automobiles et des motocycles",,"Supermarchés"
"47.11E","Commerce de détail, à l’exception des automobiles et des motocycles",,"Magasins multi-commerces"
"47.11F","Commerce de détail, à l’exception des automobiles et des motocycles",,"Hypermarchés"
"47.19A","Commerce de détail, à l’exception des automobiles et des motocycles",,"Grands magasins"
"47.19B","Commerce de détail, à l’exception des automobiles et des motocycles",,"Autres commerces de détail en magasin non spécialisé"
"47.21Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de fruits et légumes en magasin spécialisé"
"47.22Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de viandes et de produits à base de viande en magasin spécialisé"
"47.23Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé"
"47.24Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé"
"47.25Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de boissons en magasin spécialisé"
"47.26Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de produits à base de tabac en magasin spécialisé"
"47.29Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Autres commerces de détail alimentaires en magasin spécialisé "
"47.30Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de carburants en magasin spécialisé"
"47.41Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé"
"47.42Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de matériels de télécommunication en magasin spécialisé"
"47.43Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de matériels audio et vidéo en magasin spécialisé"
"47.51Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de textiles en magasin spécialisé"
"47.52A","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m2)"
"47.52B","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2et plus)"
"47.53Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé"
"47.54Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail d'appareils électroménagers en magasin spécialisé"
"47.59A","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de meubles"
"47.59B","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail d'autres équipements du foyer"
"47.61Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de livres en magasin spécialisé"
"47.62Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de journaux et papeterie en magasin spécialisé"
"47.63Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé"
"47.64Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail d'articles de sport en magasin spécialisé"
"47.65Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de jeux et jouets en magasin spécialisé"
"47.71Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail d'habillement en magasin spécialisé"
"47.72A","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de la chaussure"
"47.72B","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de maroquinerie et d'articles de voyage"
"47.73Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de produits pharmaceutiques en magasin spécialisé"
"47.74Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé"
"47.75Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé"
"47.76Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé"
"47.77Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé"
"47.78A","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerces de détail d'optique"
"47.78B","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerces de détail de charbons et combustibles"
"47.78C","Commerce de détail, à l’exception des automobiles et des motocycles",,"Autres commerces de détail spécialisés divers"
"47.79Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de biens d'occasion en magasin"
"47.81Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail alimentaire sur éventaires et marchés"
"47.82Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés"
"47.89Z","Commerce de détail, à l’exception des automobiles et des motocycles",,"Autres commerces de détail sur éventaires et marchés"
"47.91A","Commerce de détail, à l’exception des automobiles et des motocycles",,"Vente à distance sur catalogue général"
"47.91B","Commerce de détail, à l’exception des automobiles et des motocycles",,"Vente à distance sur catalogue spécialisé"
"47.99A","Commerce de détail, à l’exception des automobiles et des motocycles",,"Vente à domicile"
"47.99B","Commerce de détail, à l’exception des automobiles et des motocycles",,"Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a."
"49.10Z","Transports terrestres et transport par conduites","Transport","Transport ferroviaire interurbain de voyageurs"
"49.20Z","Transports terrestres et transport par conduites","Transport","Transports ferroviaires de fret "
"49.31Z","Transports terrestres et transport par conduites","Transport","Transports urbains et suburbains de voyageurs"
"49.32Z","Transports terrestres et transport par conduites","Transport","Transports de voyageurs par taxis"
"49.39A","Transports terrestres et transport par conduites","Transport","Transports routiers réguliers de voyageurs"
"49.39B","Transports terrestres et transport par conduites","Transport","Autres transports routiers de voyageurs "
"49.39C","Transports terrestres et transport par conduites","Transport","Téléphériques et remontées mécaniques"
"49.41A","Transports terrestres et transport par conduites","Transport","Transports routiers de fret interurbains"
"49.41B","Transports terrestres et transport par conduites","Transport","Transports routiers de fret de proximité"
"49.41C","Transports terrestres et transport par conduites","Transport","Location de camions avec chauffeur"
"49.42Z","Transports terrestres et transport par conduites","Transport","Services de déménagement"
"49.50Z","Transports terrestres et transport par conduites","Transport","Transports par conduites"
"50.10Z","Transports par eau","Transport","Transports maritimes et côtiers de passagers"
"50.20Z","Transports par eau","Transport","Transports maritimes et côtiers de fret"
"50.30Z","Transports par eau","Transport","Transports fluviaux de passagers"
"50.40Z","Transports par eau","Transport","Transports fluviaux de fret "
"51.10Z","Transports aériens","Transport aérien","Transports aériens de passagers"
"51.21Z","Transports aériens","Transport aérien","Transports aériens de fret"
"51.22Z","Transports aériens","Transport aérien","Transports spatiaux"
"52.10A","Entreposage et services auxiliaires des transports","Transport","Entreposage et stockage frigorifique"
"52.10B","Entreposage et services auxiliaires des transports","Transport","Entreposage et stockage non frigorifique"
"52.21Z","Entreposage et services auxiliaires des transports","Transport","Services auxiliaires des transports terrestres"
"52.22Z","Entreposage et services auxiliaires des transports","Transport","Services auxiliaires des transports par eau"
"52.23Z","Entreposage et services auxiliaires des transports","Transport","Services auxiliaires des transports aériens"
"52.24A","Entreposage et services auxiliaires des transports","Transport","Manutention portuaire"
"52.24B","Entreposage et services auxiliaires des transports","Transport","Manutention non portuaire"
"52.29A","Entreposage et services auxiliaires des transports","Transport","Messagerie, fret express"
"52.29B","Entreposage et services auxiliaires des transports","Transport","Affrètement et organisation des transports "
"53.10Z","Activités de poste et de courrier","Postal","Activités de poste dans le cadre d'une obligation de service universel "
"53.20Z","Activités de poste et de courrier","Poste/Courrier","Autres activités de poste et de courrier"
"55.10Z","Hébergement","Poste/Courrier","Hôtels et hébergement similaire "
"55.20Z","Hébergement",,"Hébergement touristique et autre hébergement de courte durée "
"55.30Z","Hébergement",,"Terrains de camping et parcs pour caravanes ou véhicules de loisirs"
"55.90Z","Hébergement",,"Autres hébergements "
"56.10A","Restauration",,"Restauration traditionnelle"
"56.10B","Restauration",,"Cafétérias et autres libres-services"
"56.10C","Restauration",,"Restauration de type rapide"
"56.21Z","Restauration",,"Services des traiteurs "
"56.29A","Restauration",,"Restauration collective sous contrat"
"56.29B","Restauration",,"Autres services de restauration n.c.a."
"56.30Z","Restauration",,"Débits de boissons"
"58.11Z","Édition","Télécommunication","Édition de livres"
"58.12Z","Édition","Télécommunication","Édition de répertoires et de fichiers d'adresses"
"58.13Z","Édition","Télécommunication","Édition de journaux"
"58.14Z","Édition","Télécommunication","Édition de revues et périodiques"
"58.19Z","Édition","Télécommunication","Autres activités d'édition"
"58.21Z","Édition","Télécommunication","Édition de jeux électroniques"
"58.29A","Édition","Télécommunication","Édition de logiciels système et de réseau"
"58.29B","Édition","Télécommunication","Edition de logiciels outils de développement et de langages"
"58.29C","Édition","Télécommunication","Edition de logiciels applicatifs"
"59.11A","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Télécommunication","Production de films et de programmes pour la télévision "
"59.11B","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Télécommunication","Production de films institutionnels et publicitaires"
"59.11C","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Télécommunication","Production de films pour le cinéma"
"59.12Z","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Télécommunication","Post-production de films cinématographiques, de vidéo et de programmes de télévision"
"59.13A","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Télécommunication","Distribution de films cinématographiques"
"59.13B","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Télécommunication","Edition et distribution vidéo"
"59.14Z","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Télécommunication","Projection de films cinématographiques"
"59.20Z","Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale","Télécommunication","Enregistrement sonore et édition musicale "
"60.10Z","Programmation et diffusion","Télécommunication","Édition et diffusion de programmes radio"
"60.20A","Programmation et diffusion","Télécommunication","Edition de chaînes généralistes"
"60.20B","Programmation et diffusion","Télécommunication","Edition de chaînes thématiques"
"61.10Z","Télécommunications","Télécommunication","Télécommunications filaires"
"61.20Z","Télécommunications","Télécommunication","Télécommunications sans fil "
"61.30Z","Télécommunications","Télécommunication","Télécommunications par satellite"
"61.90Z","Télécommunications","Télécommunication","Autres activités de télécommunication "
"62.01Z","Programmation, conseil et autres activités informatiques ","Télécommunication","Programmation informatique"
"62.02A","Programmation, conseil et autres activités informatiques ","Télécommunication","Conseil en systèmes et logiciels informatiques"
"62.02B","Programmation, conseil et autres activités informatiques ","Télécommunication","Tierce maintenance de systèmes et d’applications informatiques"
"62.03Z","Programmation, conseil et autres activités informatiques ","Télécommunication","Gestion d'installations informatiques"
"62.09Z","Programmation, conseil et autres activités informatiques ","Télécommunication","Autres activités informatiques"
"63.11Z","Services d'information","Télécommunication","Traitement de données, hébergement et activités connexes"
"63.12Z","Services d'information","Télécommunication","Portails Internet"
"63.91Z","Services d'information","Télécommunication","Activités des agences de presse"
"63.99Z","Services d'information","Télécommunication","Autres services d'information n.c.a."
"64.11Z","Activités des services financiers, hors assurance et caisses de retraite","Banque/Assurance","Activités de banque centrale"
"64.19Z","Activités des services financiers, hors assurance et caisses de retraite","Banque/Assurance","Autres intermédiations monétaires"
"64.20Z","Activités des services financiers, hors assurance et caisses de retraite","Banque/Assurance","Activités des sociétés holding"
"64.30Z","Activités des services financiers, hors assurance et caisses de retraite","Banque/Assurance","Fonds de placement et entités financières similaires"
"64.91Z","Activités des services financiers, hors assurance et caisses de retraite","Banque/Assurance","Crédit-bail "
"64.92Z","Activités des services financiers, hors assurance et caisses de retraite","Banque/Assurance","Autre distribution de crédit"
"64.99Z","Activités des services financiers, hors assurance et caisses de retraite","Banque/Assurance","Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a."
"65.11Z","Assurance","Banque/Assurance","Assurance vie"
"65.12Z","Assurance","Banque/Assurance","Autres assurances"
"65.20Z","Assurance","Banque/Assurance","Réassurance"
"65.30Z","Assurance","Banque/Assurance","Caisses de retraite"
"66.11Z","Activités auxiliaires de services financiers et d'assurance ","Banque/Assurance","Administration de marchés financiers"
"66.12Z","Activités auxiliaires de services financiers et d'assurance ","Banque/Assurance","Courtage de valeurs mobilières et de marchandises"
"66.19A","Activités auxiliaires de services financiers et d'assurance ","Banque/Assurance","Supports juridiques de gestion de patrimoine mobilier"
"66.19B","Activités auxiliaires de services financiers et d'assurance ","Banque/Assurance","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a."
"66.21Z","Activités auxiliaires de services financiers et d'assurance ","Banque/Assurance","Évaluation des risques et dommages"
"66.22Z","Activités auxiliaires de services financiers et d'assurance ","Banque/Assurance","Activités des agents et courtiers d'assurances"
"66.29Z","Activités auxiliaires de services financiers et d'assurance ","Banque/Assurance","Autres activités auxiliaires d'assurance et de caisses de retraite"
"66.30Z","Activités auxiliaires de services financiers et d'assurance ","Banque/Assurance","Gestion de fonds"
"68.10Z","Activités immobilières","Immobilier","Activités des marchands de biens immobiliers"
"68.20A","Activités immobilières","Immobilier","Location de logements"
"68.20B","Activités immobilières","Immobilier","Location de terrains et d'autres biens immobiliers"
"68.31Z","Activités immobilières","Immobilier","Agences immobilières"
"68.32A","Activités immobilières","Immobilier","Administration d'immeubles et autres biens immobiliers"
"68.32B","Activités immobilières","Immobilier","Supports juridiques de gestion de patrimoine immobilier"
"69.10Z","Activités juridiques et comptables",,"Activités juridiques"
"69.20Z","Activités juridiques et comptables",,"Activités comptables"
"70.10Z","Activités des sièges sociaux ; conseil de gestion",,"Activités des sièges sociaux"
"70.21Z","Activités des sièges sociaux ; conseil de gestion",,"Conseil en relations publiques et communication"
"70.22Z","Activités des sièges sociaux ; conseil de gestion",,"Conseil pour les affaires et autres conseils de gestion"
"71.11Z","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques",,"Activités d'architecture "
"71.12A","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques",,"Activité des géomètres"
"71.12B","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques",,"Ingénierie, études techniques"
"71.20A","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques",,"Contrôle technique automobile"
"71.20B","Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques",,"Analyses, essais et inspections techniques"
"72.11Z","Recherche-développement scientifique",,"Recherche-développement en biotechnologie"
"72.19Z","Recherche-développement scientifique",,"Recherche-développement en autres sciences physiques et naturelles"
"72.20Z","Recherche-développement scientifique",,"Recherche-développement en sciences humaines et sociales"
"73.11Z","Publicité et études de marché",,"Activités des agences de publicité"
"73.12Z","Publicité et études de marché",,"Régie publicitaire de médias"
"73.20Z","Publicité et études de marché",,"Études de marché et sondages"
"74.10Z","Autres activités spécialisées, scientifiques et techniques",,"Activités spécialisées de design"
"74.20Z","Autres activités spécialisées, scientifiques et techniques",,"Activités photographiques"
"74.30Z","Autres activités spécialisées, scientifiques et techniques",,"Traduction et interprétation"
"74.90A","Autres activités spécialisées, scientifiques et techniques",,"Activité des économistes de la construction"
"74.90B","Autres activités spécialisées, scientifiques et techniques",,"Activités spécialisées, scientifiques et techniques diverses"
"75.00Z","Activités vétérinaires",,"Activités vétérinaires"
"77.11A","Activités de location et location-bail",,"Location de courte durée de voitures et de véhicules automobiles légers"
"77.11B","Activités de location et location-bail",,"Location de longue durée de voitures et de véhicules automobiles légers"
"77.12Z","Activités de location et location-bail",,"Location et location-bail de camions"
"77.21Z","Activités de location et location-bail",,"Location et location-bail d'articles de loisirs et de sport "
"77.22Z","Activités de location et location-bail",,"Location de vidéocassettes et disques vidéo"
"77.29Z","Activités de location et location-bail",,"Location et location-bail d'autres biens personnels et domestiques"
"77.31Z","Activités de location et location-bail",,"Location et location-bail de machines et équipements agricoles"
"77.32Z","Activités de location et location-bail",,"Location et location-bail de machines et équipements pour la construction"
"77.33Z","Activités de location et location-bail",,"Location et location-bail de machines de bureau et de matériel informatique"
"77.34Z","Activités de location et location-bail",,"Location et location-bail de matériels de transport par eau"
"77.35Z","Activités de location et location-bail",,"Location et location-bail de matériels de transport aérien"
"77.39Z","Activités de location et location-bail",,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a. "
"77.40Z","Activités de location et location-bail",,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
"78.10Z","Activités liées à l'emploi",,"Activités des agences de placement de main-d'œuvre "
"78.20Z","Activités liées à l'emploi",,"Activités des agences de travail temporaire "
"78.30Z","Activités liées à l'emploi",,"Autre mise à disposition de ressources humaines"
"79.11Z","Activités des agences de voyage, voyagistes, services de réservation et activités connexes",,"Activités des agences de voyage"
"79.12Z","Activités des agences de voyage, voyagistes, services de réservation et activités connexes",,"Activités des voyagistes"
"79.90Z","Activités des agences de voyage, voyagistes, services de réservation et activités connexes",,"Autres services de réservation et activités connexes"
"80.10Z","Enquêtes et sécurité",,"Activités de sécurité privée "
"80.20Z","Enquêtes et sécurité",,"Activités liées aux systèmes de sécurité "
"80.30Z","Enquêtes et sécurité",,"Activités d'enquête"
"81.10Z","Services relatifs aux bâtiments et aménagement paysager",,"Activités combinées de soutien lié aux bâtiments "
"81.21Z","Services relatifs aux bâtiments et aménagement paysager",,"Nettoyage courant des bâtiments"
"81.22Z","Services relatifs aux bâtiments et aménagement paysager",,"Autres activités de nettoyage des bâtiments et nettoyage industriel"
"81.29A","Services relatifs aux bâtiments et aménagement paysager",,"Désinfection, désinsectisation, dératisation"
"81.29B","Services relatifs aux bâtiments et aménagement paysager",,"Autres activités de nettoyage n.c.a."
"81.30Z","Services relatifs aux bâtiments et aménagement paysager",,"Services d'aménagement paysager "
"82.11Z","Activités administratives et autres activités de soutien aux entreprises",,"Services administratifs combinés de bureau"
"82.19Z","Activités administratives et autres activités de soutien aux entreprises",,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
"82.20Z","Activités administratives et autres activités de soutien aux entreprises",,"Activités de centres d'appels"
"82.30Z","Activités administratives et autres activités de soutien aux entreprises",,"Organisation de foires, salons professionnels et congrès"
"82.91Z","Activités administratives et autres activités de soutien aux entreprises",,"Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle"
"82.92Z","Activités administratives et autres activités de soutien aux entreprises",,"Activités de conditionnement"
"82.99Z","Activités administratives et autres activités de soutien aux entreprises",,"Autres activités de soutien aux entreprises n.c.a."
"84.11Z","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Administration publique générale"
"84.12Z","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale "
"84.13Z","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Administration publique (tutelle) des activités économiques"
"84.21Z","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Affaires étrangères"
"84.22Z","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Défense"
"84.23Z","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Justice"
"84.24Z","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Activités d’ordre public et de sécurité"
"84.25Z","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Services du feu et de secours"
"84.30A","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Activités générales de sécurité sociale"
"84.30B","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Gestion des retraites complémentaires"
"84.30C","Administration publique et défense ; sécurité sociale obligatoire","Administration publique","Distribution sociale de revenus"
